rick riordan,The Serpents Shadow
p. young william,The Shack
warga jasmine,The Shape of Thunder
johnson r. kikuo,The Shark King
bean lexie,The Ship We Built
harrison a. s. a.,The Silent Wife
roshani chokshi,The Silvered Serpents
ilsa j. bick,The Sin-Eater's Confession
harvey fierstein,The Sissy Duckling
deb caletti,The Six Rules of Maybe
tyler michael,The Skin You Live In
couch robbie,The Sky Blues
amy beashel,The Sky Is Mine
fox paula,The Slave Dancer
andrs miedoso,The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series)
rick riordan,The Son of Neptune
kehoe stasia ward,The Sound of Letting Go
katrina goldsaito,The Sound of Silence
tim tharp,The Spectacular Now
king stephen,The Stand
petrus junauda,The Stars and the Blackness Between Them
holly black,The Stolen Heir
gayle e. pitman,The Stonewall Riots: Coming Out in the Street
matt phelan,The Storm in the Barn
sagar lindsey,The Story of Rap
coles robert,The Story of Ruby Bridges
han jenny,The Summer I Turned Pretty
johnson alaya dawn,The Summer Prince
amy spalding,The Summer of Jordi Perez
amy spalding,The Summer of Jordi Perez (And the Best Burger in Los Angeles)
pinkney gloria jean,The Sunday Outing
bray libba,The Sweet Far Thing
karen finneyfrock,The Sweet Revenge of Celia Door
combs teshelle,The System
mary azarian,The Tale of John Barleycorn: Or From Barley to Beer
anne rice,The Tale of a Body Thief
lynn picknett,The Templar Revelation: Secret Guardians of the True Identity of Christ
alice walker,The Temple of My Familiar
sarah mlynowski,The Ten Things We Did (and Probably Shouldn't Have)
jodi picoult,The Tenth Circle
kern peggy,The Test (Bluford High Series)
atwood margaret,The Testaments
l. ury william,The Third Side: Why We Fight and How We Can Stop
king stephen,The Tommyknockers
rick riordan,The Tower of Nero
stephen metcalfe,The Tragic Age
b. r. collins,The Traitor Game
a. nielsen jennifer,The Traitor's Game
mette newth,The Transformation
young suzanne,The Treatment
louise murphy,The True Story of Hansel and Gretel: A Novel of War and Survival
robinson elisabeth,The True and Outstanding Adventures of the Hunt Sisters
leslie connor,The Truth As Told By Mason Buttle
ramos nonieqa,The Truth Is
sarah dessen,The Truth about Forever
brown savannah,The Truth about Keeping Secrets
corthron kara lee,The Truth of Right Now
nye naomi shihab,The Turtle of Oman (The Turtle of Oman Series)
rick riordan,The Tyrant’s Tomb (The Trials of Apollo Series)
walter larimore,The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body
milan kundera,The Unbearable Lightness of Being
kwame alexander,The Undefeated
jenny nordberg,The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan
colson whitehead,The Underground Railroad
morgan matson,The Unexpected Everything
toten teresa,The Unlikely Hero of Room 13B
becky albertalli,The Upside of Unrequited
becky albertalli,The Upside of Unrequited (Simonverse Series)
rosie dickins,The Usborne Introduction to Art
andrs miedoso,The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series)
anderson jodi lynn,The Vanishing Season
kalynn bayron,The Vanquishers
nick burd,The Vast Fields of Ordinary
r. koontz dean,The Voice of the Night
chelo manchego,The Want Monsters: And How They Stopped Ruling My World
hesse monica,The War Outside
bradley kimberly brubaker,The War that Saved My Life
king stephen,The Waste Lands
steele hamish,The Watcher's Test (Deadendia Series)
curtis christopher paul,The Watsons Go To Birmingham - 1963
mac carrie,The Way Back
coontz stephanie,The Way We Never Were: American Families and the Nostalgia Trap
david macaulay,The Way We Work: Getting to Know the Amazing Human Body
sparks nicholas,The Wedding
d. jackson tiffany,The Weight of Blood
k. ancrum,The Weight of the Stars
greg howard,The Whispers
anne mccaffrey,The White Dragon
david baldacci,The Whole Truth
holly black,The Wicked King
pierce tamora,The Will of the Empress (The Circle Reforged Series)
paolo bacigalupi,The Windup Girl
ostertag molly knox,The Witch Boy
molly knox ostertag,The Witch Boy (The Witch Boy Series)
david bowles,The Witch Owl Parliament (Clockwork Curandera Series)
page nathan,The Witch's Hand (The Montague Twins)
roal dahl,The Witches (Graphic Novel Verson)
anne rice,The Witching Hour
gloria naylor,The Women of Brewster Place: A Novel in Seven Stories
claire needell,The Word for Yes
john irving,The World According to Garp
joshua hanagarne,The World's Strongest Librarian: A Book Lover's Adventures
rene ahdieh,The Wrath and The Dawn
katie heaney,The Year I Stopped Trying
dani jansen,The Year Shakespeare Ruined My Life
nancy garden,The Year They Burned the Books
atwood margaret,The Year of the Flood
ellen hopkins,The You I've Never Known
ellen hopkins,The You I've Never Known
chris weitz,The Young World
mariah fredericks,The true meaning of cleavage
meg rosoff,There Is No Dog
gary larson,There's a Hair In My Dirt: A Worm's Story
jerry spinelli,There’s a Girl in My Hammerlock
overy alexandra,These Feathered Flames (These Feathered Flames Series)
isabel sterling,These Witches Don't Burn
takei george,They Called Us Enemy
jessica goodman,They Wish They Were Us
michael bennett,Things That Make White People Uncomfortable (Adapted for Young Adults)
jay coles,Things We Couldn't Say
lucy score,Things We Hide From the Light
peter ackerman,Things You Shouldn't Say Past Midnight: A Comedy in Three Beds
jess kidd,Things in Jars
king stephen,Thinner
juno dawson,This Book Is Gay
juno dawson,This Book is Gay
lauren myracle,This Boy
gayle e. pitman,This Day in June
gayle e. pitman,This Day in June
hoover colleen,This Girl
emily victoria,This Golden Flame
kim johnson,This Is My America
ashley elston,This Is Our Story
ruby bridges,This Is Your Time
sarah dessen,This Lullaby
tamaki mariko,This One Summer
pfeffer susan beth,This World We Live In
rees celia,This is Not Forgiveness
albert marrin,Thomas Paine: Crusader for Liberty
boelts maribeth,Those Shoes
blum jenna,Those Who Save Us
yang kelly,Three Keys
ashley rhodes-courter,Three Little Words: A Memoir
sarah j. maas,Throne of Glass
ruby bridges,Through My Eyes
rossi veronica,Through the Ever Night
alexie sherman,Thunder Boy Jr.
nolen jerdine,Thunder Rose
juan williams,Thurgood Marshall: American Revolutionary
james patterson,Tick Tock
judy blume,Tiger Eyes
ellen hopkins,Tilt
maha addasi,Time to Pray
kurt vonnegut,Timequake
cecil castellucci,Tin Star
elena poniatowska,Tinisima
sona charaipotra,Tiny Pretty Things
jones carrie,Tips on Having a Gay (Ex) Boyfriend (Belle Series)
tony allan,Titans and Olympians: Greek and Roman Myth
han jenny,To All the Boys I've Loved Before (To All the Boys I've Loved Before Series)
erick fromm,To Have or to Be?
lee harper,To Kill a Mockingbird
sloan holly goldberg,To Night Owl from Dogfish
holly goldberg sloan,To Night Owl from Dogfish
renn diana,Tokyo Heist
liz prince,Tomboy: A Graphic Memoir
gary soto,Too Many Tamales
marilyn reynolds,Too Soon For Jeff
kate lauren,Torment
sarah j. maas,Torre del Alba
howe james,Totally Joe (The Misfits Series)
deb vanasse,Totem Tale
james patterson,Toys
ellen hopkins,Traffick
lisa j. lawrence,Trail of Crumbs
alex bertie,Trans Mission: My Quest to a Beard
rebecca t. klein,Transgender Rights and Protections
carman patrick,Tremor
ellen hopkins,Triangles
tony allan,Triumph of the hero: Greek and Roman Myth
troy andrews,Trombone Shorty
barter catherine,Troublemakers
fukui isdamu,Truancy City
susan dennard,Truthwitch
jan wolkers,Turkish Delight
john green,Turtles All the Way Down
janet evanovich,Twelve Sharp
anderson laurie halse,Twisted
m. mcmanus karen,Two Can Keep a Secret
joseph bruchac,Two Roads
joseph bruchac,Two Roads
janet evanovich,Two for the Dough
lauren barnholdt,Two-Way Street
macias maryann jacob,Téo's Tutu
scott westerfeld,Uglies (Uglies Series)
hoover colleen,Ugly Love
r. j. anderson,Ultraviolet
sara shepard,Unbelievable
margaree king mitchell,Uncle Jed's Barber Shop
acho emmanuel,Uncomfortable Conversations with a Black Boy
hena khan,Under My Hijab
louise gornall,Under Rose-Tainted Skies
robin stevenson,Under Threat
king stephen,Under the Dome
fitzgerald laura marx,Under the Egg
l. a. meyer,Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber
abbi glines,Under the Lights (The Field Party Series)
lauren myracle,Under the Moon: A Catwoman Tale
j. keyser amber,Underneath It All: A History of Women's Underwear
juno dawson,Understanding Gender
don nardo,Understanding Gender Identity
michael buckley,Undertow
alex willan,Unicorns Are the Worst!
mafi tahereh,Unite Me
amanda lovelace,Unlock Your Storybook Heart
jenni hendriks,Unpregnant
mafi tahereh,Unravel Me
mafi tahereh,Unravel Me (Shatter Me Series)
albin gennifer,Unraveled
art coulson,Unstoppable: How Jim Thorpe and the Carlisle Indian School Football Team Defeated Army (Encounter: Narrative Nonfiction Picture Books Series)
a. g. howard,Untamed (AGH)
p. c. cast,Untamed (House of Night Series)
p. c. cast,Untamed (PCC)
abbi glines,Until Friday Night
renee collins,Until We Meet Again
abbi glines,Until the End (Sea Breeze Series)
bella stumbo,Until the Twelfth of Never: Should Betty Broderick Ever Be Free?
jones kelly,Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series)
neal shusterman,Unwind
nelson demille,Up country : a novel
haddix margaret peterson,Uprising
alan moore,V for Vendetta
holly black,Valiant
grey melissa,Valiant Ladies
mead richelle,Vampire Academy
mead richelle,Vampire Academy (A Graphic Novel)
jodi picoult,Vanishing Acts
dr. seuss,Ven a Mi Casa
hoover colleen,Verity
dugan jennifer,Verona Comics
sara shepard,Vicious
kat cho,Vicious Spirits
lauren myracle,Victor and Nora: A Gotham Love Story
meg cabot,Victoria and the Rogue
anders charlie jane,Victories Greater Than Death (Unstoppable Series)
tom robbins,Villa Incognito
stok barbara,Vincent
james patterson,Violets Are Blue (JP)
elizabeth fitzgerald howard,Virgie Goes to School with Us Boys
kaito blue flag,Vol. 2 (Blue Flag Series)
kaito blue flag,Vol. 3 (Blue Flag Series)
blue flag kaito,Vol. 4 (Blue Flag Series)
blue flag kaito,Vol. 5 (Blue Flag Series)
kaito blue flag,Vol. 6 (Blue Flag Series)
kaito blue flag,Vol. 7 (Blue Flag Series)
betsy schow,Wanted (BS)
aveyard victoria,War Storm
jamila rowser,Wash Day Diaries
renee watson,Watch Us Rise
james patterson,Watch the Skies
alan moore,Watchmen
levin jenifer,Water Dancer
sara gruen,Water for Elephants
stan smith,Watercolor: The Complete Course
rowell rainbow,Wayward Son
rowell rainbow,Wayward Son (Simon Snow Series)
crdova zoraida,Wayward Witch (Brooklyn Brujas Series)
tommy wallach,We All Looked Up
fowler karen joy,We Are All Completely Beside Ourselves
traci sorell,We Are Grateful: Otsaliheliga
dunbar helene,We Are Lost and Found
m. johnson george,We Are Not Broken
chee traci,We Are Not Free
nina lacour,We Are Okay
hutchinson shaun david,We Are the Ants
shaun david hutchinson,We Are the Ants
etler cyndy drew,We Can't Be Friends: A True Story
solomon rachel lynn,We Can't Keep Meeting Like This
maggie thrash,We Know It Was You
shane w. evans,We March
martin wilson,We Now Return to Regular Life
mejia tehlor kay,We Set the Dark on Fire
mejia tehlor kay,We Set the Dark on Fire (We Set the Dark on Fire Series)
amy spalding,We Used to Be Friends
lisa fiedler,We Walked the Sky
bettina l. love,We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom
oates joyce carol,We Were the Mulvaneys
b. raskin jamin,We the Students: Supreme Court Cases for and about Students
do anh,WeirDo Series: Extra Weird!
do anh,WeirDo Series: Hopping Weird!
do anh,WeirDo Series: Planet Weird
do anh,WeirDo Series: Planet Weird
do anh,WeirDo Series: Really Weird!
do anh,WeirDo Series: Splashy Weird!
do anh,WeirDo Series: Spooky Weird!
do anh,WeirDo Series: Super Weird!
do anh,WeirDo Series: Tasty Weird!
do anh,WeirDo Series: Weirdomania!
lisa robinson,Were I Not a Girl: The Inspiring and True Story of Dr. James Barry
prez ashley hope,What Can't Wait
gonzlez rigoberto,What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood
k. arnold elana,What Girls Are Made Of
cook karin,What Girls Learn
denene millner,What Goes Around
carol plum-ucci,What Happened to Lani Garver
judy blundell,What I Saw and How I Lied
huntley fitzpatrick,What I Thought Was True
becky albertalli,What If It's Us (What If It's Us Series)
axelle lenoir,What If We Were...
lakita wilson,What Is Black Lives Matter? (What was...? Series)
sonya sones,What My Girlfriend Doesn't Know
sonya sones,What My Mother Doesn't Know
gary gutting,What Philosophy Can Do
martin wilson,What They Always Tell Us
nico medina,What Was Stonewall?
nico medina,What Was Stonewall? (What was...? Series)
yona zeldis mcdonough,What Was the Underground Railroad? (What was...? Series)
aaron hartzler,What We Saw
varian johnson,What Were the Negro Leagues? (What was...? Series)
kawa katie,What's Gender Identity?
s. j. goslee,Whatever.: or how junior year became totally f$@ked
kyle lukoff,When Aidan Became A Brother
kyle lukoff,When Aidan Became a Brother
michael james mahin,When Angels Sing: The Story of Rock Legend Carlos Santana
kuehn stephanie,When I Am Through with You
jason reynolds,When I Was the Greatest
susane colasanti,When It Happens
brian conaghan,When Mr. Dog Bites
mazer norma fox,When She Was Good
victoria jamieson,When Stars Are Scattered
patrisse khan-cullors,When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World
lord emery,When We Collided
sarah gailey,When We Were Magic
tae keller,When You Trap A Tiger
julie otsuka,When the Emperor Was Divine
mclemore anna-marie,When the Moon Was Ours
norton preston,Where I End and You Begin
gayle forman,Where She Went
rocha lucas,Where We Go From Here
lucas rocha,Where We Go From Here
trish doller,Where the Stars Still Shine
geraldine mccaughrean,Where the World Ends
r. koontz dean,Whispers
peggy roberts,Whispers at Midnight
wersba barbara,Whistle Me Home
m. steele claude,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us
r. j. palacio,White Bird
holly black,White Cat
brown sandra,White Hot
caleb roehrig,White Rabbit
buckley jr. james,Who Are Venus and Serena Williams? (What was...? Series)
roberta edwards,Who Is Barack Obama? (Who was...? Series)
gail herman,Who Is Derek Jeter? (Who was...? Series)
true kelley,Who Is Dolly Parton?
brown dinah,Who Is Malala Yousafzai? (Who was...? Series)
stine megan,Who Is Michelle Obama? (Who was...? Series)
stine megan,Who Is Sonia Sotomayor? (Who was...? Series)
dana meachen rau,Who Is the Dalai Lama? (Who was...? Series)
morgan parker,Who Put This Song On?
andrs miedoso,Who Wants I Scream? (Desmond Cole Ghost Patrol Series)
nico medina,Who Was Aretha Franklin? (Who was...? Series)
rau dana meachen,Who Was Cesar Chavez? (Who was...? Series)
b. pascal janet,Who Was Dr. Seuss?
gare thompson,Who Was Eleanor Roosevelt? (Who was...? Series)
geoff edgers,Who Was Elvis Presley?
sarah fabiny,Who Was Frida Kahlo? (Who was...? Series)
rau dana meachen,Who Was Harriet Beecher Stowe? (Who was...? Series)
buckley jr. james,Who Was Jesse Owens? (Who was...? Series)
pam pollack,Who Was Lucille Ball? (Who was...? Series)
gourley catherine,Who Was Maria Tallchief? (Who was...? Series)
megan stine,Who Was Marie Curie? (Who was...? Series)
ellen labrecque,Who Was Maya Angelou?
ellen labrecque,Who Was Maya Angelou? (Who was...? Series)
sarah fabiny,Who Was Rachel Carson? (Who was...? Series)
yona zeldis mcdonough,Who Was Sojourner Truth? (Who was...? Series)
fradin dennis brindell,Who Was Thomas Jefferson?
beverly daniel tatum,Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race
